,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron
da35a9d939d9049be367b87b078633ec,85.0,29.0,9.0,5.0,27.0,13.0,0.0,0.0,25.0,23.0,2.0,0.0,1.0,3.0,0.0,30.0,5.0,1.0,2.0,7.0,3.0,1.0,13.0,2.0,5.0,4.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,29.0,16.0,2.0,14.0,4.0,1.0,0.0,31.0,2.0,17.0,9.0,12.0,11.0,4.0,13.0,1.0,3.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
da46912e112f9a24f30107aa2bdc202d,2002.0,208.0,465.0,231.0,216.0,13.0,15.0,17.0,326.0,236.0,89.0,13.0,42.0,113.0,15.0,544.0,63.0,39.0,64.0,94.0,56.0,20.0,152.0,96.0,280.0,69.0,28.0,11.0,25.0,74.0,34.0,13.0,11.0,19.0,16.0,207.0,507.0,191.0,32.0,554.0,115.0,31.0,26.0,701.0,90.0,240.0,352.0,361.0,78.0,85.0,76.0,21.0,37.0,7.0,7.0,257.0,33.0,9.0,15.0,25.0,43.0,25.0,11.0,193.0
dac62770e827c267c0c203da8e15de17,1680.0,123.0,508.0,272.0,368.0,15.0,5.0,75.0,285.0,189.0,96.0,21.0,23.0,65.0,22.0,505.0,72.0,35.0,57.0,94.0,54.0,18.0,117.0,97.0,383.0,73.0,26.0,22.0,24.0,128.0,43.0,38.0,38.0,31.0,11.0,198.0,304.0,203.0,65.0,514.0,85.0,43.0,7.0,426.0,55.0,142.0,221.0,370.0,31.0,34.0,44.0,14.0,26.0,16.0,2.0,213.0,27.0,8.0,11.0,16.0,88.0,34.0,19.0,144.0
dae3acaecfdf0a87fc17a7b6684a0932,900.0,99.0,275.0,141.0,121.0,12.0,0.0,9.0,128.0,61.0,67.0,1.0,39.0,82.0,19.0,239.0,32.0,24.0,33.0,55.0,21.0,7.0,47.0,42.0,157.0,42.0,20.0,14.0,8.0,38.0,11.0,6.0,7.0,16.0,15.0,107.0,204.0,78.0,14.0,246.0,45.0,16.0,23.0,298.0,57.0,96.0,140.0,165.0,61.0,29.0,51.0,11.0,5.0,12.0,6.0,131.0,15.0,1.0,8.0,4.0,19.0,6.0,5.0,81.0
db7f1b0130b2138e13b7bbca9cc63823,5135.0,435.0,1451.0,798.0,1299.0,18.0,38.0,111.0,747.0,495.0,247.0,30.0,51.0,235.0,92.0,1717.0,267.0,189.0,217.0,273.0,192.0,79.0,303.0,366.0,987.0,217.0,78.0,71.0,55.0,260.0,77.0,68.0,101.0,95.0,15.0,452.0,844.0,554.0,182.0,1846.0,204.0,60.0,4.0,1058.0,169.0,391.0,455.0,1266.0,41.0,103.0,57.0,18.0,32.0,15.0,12.0,508.0,24.0,8.0,43.0,91.0,490.0,84.0,93.0,580.0
dba59aed04c6759a955a37f021e45bb7,369.0,33.0,94.0,49.0,44.0,0.0,3.0,3.0,84.0,56.0,28.0,2.0,10.0,5.0,3.0,91.0,13.0,6.0,14.0,21.0,8.0,1.0,26.0,12.0,63.0,20.0,14.0,0.0,6.0,26.0,14.0,6.0,1.0,7.0,5.0,28.0,112.0,38.0,9.0,94.0,21.0,5.0,9.0,168.0,24.0,51.0,91.0,44.0,23.0,22.0,22.0,3.0,5.0,5.0,0.0,24.0,17.0,2.0,7.0,4.0,16.0,0.0,0.0,50.0
dbd7fba7e17bf39251d01d88dd758c34,7453.0,599.0,1925.0,930.0,1211.0,18.0,26.0,92.0,960.0,612.0,323.0,37.0,112.0,467.0,69.0,2252.0,353.0,192.0,268.0,337.0,281.0,89.0,491.0,379.0,1193.0,445.0,121.0,196.0,103.0,321.0,143.0,86.0,56.0,107.0,40.0,751.0,1468.0,799.0,210.0,2659.0,338.0,101.0,48.0,1960.0,288.0,719.0,899.0,1855.0,281.0,209.0,223.0,67.0,60.0,68.0,37.0,1251.0,169.0,60.0,61.0,61.0,388.0,95.0,60.0,804.0
dbf3d7a361ecc56c788406868597ddf3,245.0,35.0,68.0,47.0,16.0,0.0,0.0,0.0,45.0,37.0,8.0,0.0,1.0,11.0,2.0,67.0,4.0,7.0,6.0,19.0,8.0,2.0,18.0,15.0,50.0,8.0,6.0,2.0,0.0,13.0,2.0,4.0,0.0,1.0,7.0,19.0,62.0,25.0,18.0,42.0,9.0,4.0,0.0,68.0,5.0,36.0,24.0,26.0,19.0,11.0,10.0,1.0,2.0,0.0,0.0,21.0,8.0,2.0,4.0,0.0,3.0,2.0,0.0,16.0
dc20f5b91f427d65c9fdbab6d45c8bc2,1251.0,117.0,337.0,210.0,229.0,13.0,2.0,19.0,134.0,76.0,58.0,5.0,31.0,83.0,8.0,359.0,44.0,31.0,38.0,69.0,28.0,10.0,84.0,76.0,211.0,52.0,18.0,15.0,10.0,58.0,30.0,10.0,15.0,18.0,6.0,141.0,227.0,128.0,26.0,375.0,61.0,23.0,17.0,270.0,34.0,96.0,134.0,247.0,72.0,22.0,31.0,8.0,8.0,11.0,9.0,149.0,9.0,4.0,8.0,10.0,57.0,23.0,8.0,128.0
dc2547032e742daf6498d817d467baad,1082.0,75.0,339.0,193.0,105.0,6.0,1.0,5.0,257.0,169.0,87.0,15.0,25.0,93.0,22.0,352.0,56.0,38.0,24.0,54.0,46.0,6.0,92.0,62.0,216.0,48.0,12.0,5.0,28.0,64.0,18.0,33.0,8.0,16.0,5.0,141.0,179.0,151.0,30.0,354.0,58.0,15.0,13.0,267.0,32.0,72.0,153.0,237.0,62.0,36.0,28.0,12.0,16.0,10.0,1.0,195.0,43.0,24.0,6.0,10.0,6.0,9.0,17.0,117.0
dc3ab1ff6eba9aa3fa65d7f45253a906,67.0,8.0,9.0,7.0,16.0,1.0,0.0,1.0,10.0,3.0,7.0,0.0,6.0,0.0,0.0,12.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,5.0,7.0,2.0,1.0,3.0,5.0,3.0,2.0,0.0,2.0,0.0,2.0,13.0,1.0,5.0,27.0,3.0,2.0,0.0,18.0,0.0,11.0,6.0,21.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,7.0,3.0,1.0,6.0
dc9d8b2d0083cf18e8e1d16afc4e5395,842.0,133.0,197.0,129.0,108.0,6.0,3.0,16.0,122.0,92.0,28.0,4.0,7.0,39.0,8.0,271.0,47.0,23.0,32.0,58.0,24.0,8.0,63.0,34.0,128.0,54.0,24.0,8.0,15.0,38.0,15.0,9.0,5.0,14.0,10.0,77.0,268.0,84.0,12.0,117.0,50.0,12.0,3.0,225.0,21.0,105.0,97.0,45.0,86.0,41.0,46.0,9.0,24.0,5.0,0.0,10.0,1.0,2.0,3.0,1.0,7.0,24.0,3.0,72.0
dcbe08425f5edef5e5c1053f21e83640,7551.0,820.0,1998.0,1068.0,1983.0,107.0,76.0,213.0,1074.0,788.0,280.0,53.0,96.0,443.0,63.0,2240.0,291.0,187.0,356.0,438.0,213.0,103.0,581.0,469.0,1255.0,378.0,167.0,100.0,88.0,417.0,130.0,122.0,82.0,148.0,96.0,533.0,1625.0,875.0,186.0,2283.0,342.0,100.0,25.0,2036.0,351.0,769.0,840.0,1458.0,152.0,180.0,153.0,112.0,98.0,110.0,36.0,459.0,55.0,6.0,40.0,93.0,558.0,248.0,100.0,825.0
dcd51defbc670224879ef3fd322f1928,52.0,9.0,13.0,5.0,7.0,1.0,0.0,0.0,10.0,6.0,4.0,1.0,0.0,2.0,1.0,12.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,1.0,11.0,4.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0,2.0,7.0,18.0,5.0,1.0,11.0,0.0,1.0,0.0,18.0,6.0,6.0,6.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0
dd54cb7204c52be838047fd0a29e38a6,4287.0,402.0,1142.0,575.0,909.0,9.0,25.0,83.0,631.0,421.0,207.0,25.0,46.0,142.0,57.0,1348.0,170.0,107.0,219.0,262.0,144.0,38.0,345.0,243.0,805.0,187.0,86.0,27.0,66.0,221.0,75.0,43.0,77.0,70.0,27.0,391.0,916.0,460.0,93.0,1388.0,174.0,68.0,19.0,1159.0,193.0,449.0,494.0,925.0,76.0,105.0,88.0,37.0,31.0,30.0,14.0,430.0,41.0,20.0,51.0,49.0,372.0,45.0,29.0,463.0
ddb5453576c537bf4f97cff24102c170,904.0,86.0,232.0,130.0,183.0,8.0,3.0,15.0,200.0,119.0,81.0,5.0,44.0,54.0,9.0,247.0,28.0,30.0,24.0,39.0,23.0,7.0,68.0,43.0,142.0,41.0,16.0,13.0,9.0,61.0,17.0,17.0,24.0,17.0,4.0,82.0,215.0,91.0,20.0,280.0,42.0,17.0,26.0,303.0,31.0,115.0,153.0,180.0,37.0,36.0,24.0,12.0,9.0,11.0,7.0,92.0,39.0,1.0,11.0,10.0,56.0,9.0,13.0,100.0
df3d0655b13bf443f57c75da601f4319,199.0,21.0,59.0,32.0,50.0,4.0,2.0,3.0,43.0,27.0,16.0,2.0,6.0,19.0,4.0,55.0,3.0,1.0,8.0,10.0,12.0,2.0,19.0,5.0,35.0,7.0,2.0,3.0,2.0,12.0,5.0,5.0,2.0,1.0,1.0,22.0,36.0,16.0,4.0,65.0,11.0,2.0,3.0,61.0,15.0,19.0,25.0,50.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,22.0,3.0,1.0,2.0,5.0,17.0,4.0,2.0,15.0
df8469e9137180f138c72b3c581f07b0,122.0,19.0,42.0,21.0,38.0,0.0,0.0,4.0,20.0,11.0,8.0,0.0,4.0,9.0,2.0,18.0,0.0,5.0,2.0,5.0,2.0,0.0,4.0,2.0,27.0,6.0,5.0,1.0,0.0,9.0,4.0,2.0,0.0,5.0,3.0,10.0,21.0,8.0,0.0,35.0,9.0,2.0,2.0,28.0,2.0,14.0,12.0,26.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,7.0,13.0,1.0,9.0
e0576e496b3bc5bd1046315ddb72646a,1727.0,189.0,468.0,273.0,252.0,4.0,5.0,12.0,235.0,157.0,76.0,8.0,32.0,106.0,18.0,458.0,65.0,47.0,54.0,87.0,39.0,13.0,117.0,85.0,299.0,91.0,32.0,22.0,27.0,143.0,56.0,41.0,16.0,27.0,31.0,181.0,402.0,176.0,33.0,454.0,73.0,24.0,16.0,478.0,53.0,186.0,224.0,301.0,52.0,55.0,48.0,25.0,20.0,5.0,7.0,157.0,26.0,7.0,9.0,12.0,62.0,56.0,14.0,153.0
e068f5b5c8f3dc5afe97d2f457de734b,2454.0,227.0,664.0,389.0,423.0,18.0,10.0,34.0,354.0,249.0,101.0,13.0,27.0,118.0,32.0,845.0,109.0,58.0,93.0,150.0,88.0,20.0,234.0,166.0,449.0,181.0,55.0,93.0,29.0,99.0,34.0,45.0,13.0,46.0,7.0,240.0,543.0,291.0,61.0,663.0,111.0,22.0,3.0,675.0,108.0,250.0,301.0,433.0,99.0,67.0,157.0,38.0,21.0,44.0,13.0,216.0,46.0,19.0,17.0,34.0,151.0,12.0,20.0,230.0
e06e40c66b7d40f52f374cae382be445,117.0,4.0,5.0,2.0,35.0,0.0,0.0,20.0,24.0,8.0,15.0,1.0,4.0,2.0,3.0,18.0,3.0,0.0,4.0,7.0,2.0,0.0,1.0,5.0,2.0,6.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,51.0,20.0,0.0,50.0,3.0,2.0,1.0,58.0,1.0,27.0,27.0,46.0,3.0,3.0,12.0,6.0,0.0,7.0,3.0,39.0,0.0,35.0,1.0,0.0,0.0,4.0,3.0,4.0
e06ed3242757ec42e2bd665b76976ae1,412.0,47.0,110.0,64.0,47.0,1.0,0.0,3.0,68.0,46.0,22.0,1.0,14.0,38.0,3.0,120.0,12.0,11.0,9.0,24.0,11.0,3.0,40.0,13.0,58.0,28.0,6.0,13.0,7.0,24.0,4.0,6.0,5.0,5.0,9.0,32.0,115.0,34.0,2.0,101.0,24.0,7.0,5.0,164.0,26.0,54.0,83.0,68.0,35.0,9.0,16.0,9.0,2.0,5.0,1.0,51.0,8.0,0.0,2.0,11.0,2.0,1.0,3.0,33.0
e076953cd3fcf8927b8f21574c0890f3,4008.0,379.0,1070.0,663.0,706.0,17.0,10.0,72.0,563.0,386.0,174.0,28.0,55.0,161.0,41.0,1308.0,182.0,109.0,136.0,221.0,152.0,43.0,324.0,213.0,740.0,198.0,76.0,54.0,57.0,156.0,56.0,39.0,30.0,69.0,33.0,402.0,794.0,426.0,97.0,1200.0,182.0,47.0,11.0,974.0,159.0,387.0,402.0,776.0,82.0,86.0,86.0,36.0,21.0,31.0,19.0,382.0,60.0,16.0,43.0,77.0,187.0,96.0,34.0,424.0
e14a1bf45925f6105455b81cde69b3f5,356.0,29.0,104.0,72.0,44.0,2.0,2.0,4.0,54.0,37.0,17.0,1.0,1.0,20.0,5.0,110.0,13.0,6.0,10.0,28.0,6.0,5.0,32.0,21.0,73.0,15.0,10.0,0.0,5.0,25.0,6.0,10.0,6.0,4.0,5.0,36.0,70.0,38.0,13.0,113.0,10.0,5.0,3.0,83.0,17.0,25.0,37.0,74.0,16.0,15.0,11.0,0.0,4.0,1.0,2.0,60.0,6.0,1.0,2.0,2.0,11.0,0.0,1.0,39.0
e1bd47371aea2bba06ea475d431788d2,303.0,25.0,99.0,44.0,15.0,0.0,1.0,5.0,31.0,28.0,3.0,1.0,1.0,49.0,0.0,27.0,5.0,1.0,1.0,3.0,3.0,2.0,11.0,2.0,48.0,6.0,1.0,1.0,4.0,7.0,3.0,4.0,1.0,1.0,0.0,6.0,180.0,11.0,4.0,26.0,9.0,0.0,1.0,314.0,85.0,170.0,55.0,14.0,9.0,22.0,1.0,0.0,2.0,1.0,0.0,11.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,12.0
e1cdac10d136e76e064e4860007d786d,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
e1ce0e387fc146a7d255297679d99178,62.0,12.0,15.0,8.0,11.0,1.0,0.0,1.0,10.0,7.0,3.0,0.0,0.0,2.0,1.0,24.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,7.0,11.0,3.0,0.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,14.0,6.0,6.0,2.0,17.0,2.0,0.0,0.0,22.0,1.0,8.0,12.0,6.0,1.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,11.0
e23570d2dc6e6ac6adf320c91e0826df,1774.0,182.0,427.0,229.0,443.0,25.0,13.0,39.0,263.0,183.0,79.0,4.0,32.0,72.0,17.0,463.0,52.0,46.0,52.0,81.0,45.0,36.0,113.0,94.0,313.0,134.0,71.0,37.0,19.0,132.0,46.0,42.0,29.0,19.0,24.0,109.0,380.0,186.0,41.0,621.0,79.0,14.0,17.0,462.0,72.0,206.0,173.0,426.0,46.0,42.0,57.0,10.0,27.0,13.0,12.0,210.0,20.0,5.0,12.0,12.0,144.0,28.0,32.0,195.0
e258f7b95c5f107c962df5e312597199,1916.0,170.0,489.0,260.0,345.0,22.0,2.0,24.0,256.0,158.0,98.0,10.0,52.0,126.0,21.0,514.0,54.0,50.0,46.0,86.0,42.0,23.0,184.0,79.0,281.0,77.0,31.0,15.0,19.0,147.0,41.0,19.0,44.0,30.0,49.0,181.0,412.0,258.0,33.0,595.0,78.0,22.0,22.0,484.0,94.0,159.0,223.0,454.0,56.0,59.0,51.0,39.0,9.0,10.0,12.0,298.0,30.0,13.0,11.0,12.0,94.0,32.0,18.0,141.0
e2a4870012360da5fd48ad8962be3bd9,214.0,38.0,45.0,30.0,45.0,1.0,3.0,3.0,19.0,16.0,3.0,1.0,2.0,6.0,0.0,57.0,6.0,7.0,11.0,8.0,4.0,3.0,17.0,9.0,25.0,10.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,8.0,0.0,13.0,46.0,15.0,4.0,60.0,7.0,4.0,1.0,55.0,9.0,23.0,22.0,37.0,8.0,9.0,9.0,2.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,4.0,21.0,0.0,4.0,23.0
e2e91e96bbda5245213243ab7f70ddd8,816.0,68.0,234.0,127.0,132.0,4.0,14.0,12.0,129.0,88.0,41.0,6.0,13.0,45.0,8.0,259.0,44.0,31.0,28.0,41.0,27.0,4.0,62.0,38.0,156.0,37.0,16.0,10.0,11.0,24.0,5.0,13.0,5.0,15.0,1.0,88.0,164.0,104.0,14.0,250.0,43.0,10.0,4.0,192.0,22.0,65.0,94.0,181.0,30.0,22.0,28.0,6.0,7.0,9.0,6.0,124.0,24.0,6.0,6.0,14.0,29.0,4.0,10.0,69.0
e2eac729bb852b7dc6694226af859acc,425.0,49.0,130.0,66.0,41.0,2.0,0.0,4.0,79.0,45.0,34.0,4.0,13.0,28.0,2.0,133.0,14.0,12.0,24.0,21.0,8.0,5.0,34.0,27.0,92.0,25.0,3.0,5.0,15.0,29.0,9.0,11.0,5.0,4.0,5.0,50.0,117.0,33.0,6.0,101.0,20.0,4.0,3.0,174.0,45.0,57.0,68.0,57.0,7.0,15.0,49.0,7.0,0.0,4.0,1.0,44.0,14.0,1.0,6.0,5.0,7.0,0.0,1.0,44.0
e3be456ec1669b09dbee516fb60ee0d2,8905.0,777.0,2178.0,1060.0,1719.0,114.0,85.0,158.0,1375.0,1032.0,335.0,48.0,86.0,455.0,99.0,2849.0,361.0,267.0,259.0,402.0,214.0,77.0,954.0,469.0,1407.0,533.0,218.0,149.0,131.0,448.0,194.0,99.0,104.0,92.0,54.0,798.0,1919.0,1135.0,169.0,3015.0,341.0,79.0,18.0,2389.0,477.0,871.0,969.0,2148.0,101.0,186.0,226.0,156.0,50.0,31.0,26.0,1385.0,152.0,6.0,108.0,90.0,423.0,128.0,122.0,867.0
e56fb972829c234345d58dfd8c805e0c,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e5ce554613d0de0977d80c36632ec129,390.0,37.0,139.0,70.0,56.0,7.0,0.0,6.0,75.0,42.0,32.0,7.0,10.0,30.0,8.0,116.0,17.0,11.0,20.0,17.0,12.0,8.0,19.0,22.0,97.0,37.0,13.0,6.0,14.0,33.0,15.0,10.0,6.0,5.0,3.0,49.0,81.0,33.0,4.0,108.0,24.0,3.0,8.0,117.0,24.0,34.0,59.0,87.0,14.0,14.0,14.0,7.0,3.0,4.0,3.0,61.0,7.0,3.0,2.0,0.0,10.0,12.0,4.0,21.0
e5d8e6ca83159cb03db2557d5d5b6192,150.0,12.0,30.0,19.0,28.0,4.0,0.0,0.0,21.0,12.0,9.0,1.0,5.0,2.0,1.0,47.0,5.0,6.0,6.0,8.0,8.0,0.0,10.0,9.0,16.0,5.0,4.0,1.0,0.0,8.0,4.0,1.0,4.0,5.0,0.0,22.0,33.0,13.0,5.0,50.0,4.0,2.0,3.0,33.0,3.0,18.0,11.0,41.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,23.0,1.0,2.0,2.0,1.0,8.0,8.0,1.0,9.0
e61578d65e84826473ff9d74fa56456f,125.0,18.0,31.0,14.0,30.0,2.0,0.0,2.0,17.0,13.0,4.0,0.0,4.0,4.0,0.0,40.0,4.0,6.0,2.0,6.0,0.0,4.0,16.0,6.0,23.0,9.0,6.0,2.0,0.0,13.0,5.0,5.0,0.0,2.0,3.0,10.0,29.0,12.0,4.0,43.0,4.0,0.0,1.0,37.0,9.0,13.0,15.0,25.0,10.0,5.0,4.0,2.0,3.0,3.0,1.0,6.0,1.0,0.0,0.0,14.0,4.0,0.0,1.0,18.0
e6c0dc6f10e6d3cb5ce71583f5ae8672,53.0,22.0,0.0,0.0,5.0,1.0,1.0,0.0,11.0,6.0,5.0,1.0,2.0,0.0,0.0,10.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,15.0,1.0,1.0,0.0,9.0,1.0,2.0,6.0,15.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
e6cdef6f475cce3023c5b715f8c9f110,2264.0,314.0,613.0,391.0,390.0,11.0,4.0,29.0,346.0,192.0,154.0,11.0,90.0,91.0,20.0,595.0,82.0,61.0,75.0,110.0,60.0,12.0,134.0,105.0,448.0,153.0,90.0,21.0,28.0,186.0,65.0,22.0,65.0,38.0,40.0,204.0,458.0,187.0,36.0,613.0,99.0,48.0,63.0,493.0,56.0,238.0,189.0,418.0,61.0,87.0,95.0,18.0,25.0,36.0,20.0,204.0,41.0,13.0,21.0,13.0,118.0,26.0,57.0,195.0
e6ed9de01fb655f94a17529d7d67cfeb,3064.0,287.0,750.0,401.0,571.0,17.0,6.0,47.0,395.0,260.0,133.0,13.0,49.0,152.0,33.0,1007.0,116.0,87.0,139.0,173.0,99.0,35.0,262.0,168.0,471.0,132.0,41.0,40.0,36.0,173.0,65.0,48.0,32.0,52.0,29.0,319.0,630.0,338.0,71.0,948.0,130.0,59.0,9.0,844.0,136.0,346.0,341.0,671.0,68.0,73.0,66.0,30.0,19.0,11.0,18.0,366.0,24.0,6.0,36.0,36.0,204.0,34.0,31.0,277.0
e71b50e8f2086da6a87b01708459eb08,1237.0,126.0,327.0,158.0,280.0,5.0,25.0,18.0,198.0,141.0,55.0,7.0,19.0,46.0,10.0,403.0,49.0,38.0,54.0,77.0,48.0,13.0,90.0,69.0,244.0,71.0,24.0,26.0,14.0,89.0,25.0,23.0,35.0,14.0,6.0,123.0,247.0,125.0,30.0,387.0,84.0,20.0,8.0,287.0,43.0,110.0,130.0,245.0,43.0,28.0,32.0,6.0,9.0,4.0,7.0,126.0,7.0,0.0,12.0,19.0,78.0,3.0,19.0,142.0
e763eda9206d93e0b0c407bfc2504757,1117.0,116.0,320.0,170.0,272.0,13.0,7.0,23.0,212.0,160.0,52.0,6.0,23.0,30.0,10.0,336.0,54.0,34.0,38.0,58.0,42.0,20.0,65.0,65.0,233.0,63.0,27.0,19.0,9.0,81.0,22.0,25.0,29.0,26.0,5.0,84.0,228.0,97.0,36.0,373.0,46.0,9.0,4.0,258.0,34.0,113.0,106.0,256.0,20.0,39.0,29.0,11.0,9.0,11.0,3.0,123.0,24.0,3.0,7.0,18.0,97.0,6.0,12.0,117.0
e781a52c4b2c384323c5c743472791d4,16609.0,2035.0,4191.0,2308.0,3571.0,267.0,95.0,498.0,2056.0,1460.0,569.0,92.0,181.0,1068.0,114.0,4412.0,565.0,441.0,505.0,717.0,399.0,154.0,1111.0,854.0,2543.0,730.0,292.0,264.0,129.0,678.0,264.0,196.0,103.0,258.0,154.0,1472.0,3597.0,1634.0,395.0,4972.0,763.0,319.0,56.0,4390.0,662.0,1667.0,1977.0,3512.0,566.0,461.0,454.0,194.0,126.0,214.0,62.0,2016.0,274.0,96.0,115.0,146.0,623.0,536.0,191.0,1460.0
e881315175871ca9acafb84c422c5a91,3056.0,224.0,799.0,358.0,641.0,18.0,12.0,59.0,497.0,342.0,153.0,16.0,58.0,148.0,25.0,920.0,143.0,104.0,125.0,173.0,81.0,9.0,189.0,191.0,560.0,184.0,70.0,52.0,48.0,177.0,80.0,38.0,45.0,37.0,19.0,314.0,540.0,304.0,68.0,1247.0,113.0,35.0,20.0,656.0,113.0,273.0,258.0,944.0,54.0,51.0,52.0,43.0,10.0,15.0,14.0,588.0,61.0,11.0,54.0,20.0,262.0,36.0,38.0,303.0
e8b8f7f4f40ea6babfa9a2a967ff1866,1400.0,169.0,353.0,180.0,208.0,9.0,6.0,20.0,197.0,136.0,61.0,6.0,25.0,73.0,7.0,371.0,44.0,28.0,33.0,55.0,36.0,9.0,101.0,73.0,237.0,62.0,17.0,22.0,16.0,87.0,30.0,23.0,22.0,14.0,13.0,163.0,305.0,138.0,23.0,422.0,62.0,16.0,12.0,432.0,91.0,148.0,181.0,317.0,37.0,40.0,45.0,28.0,12.0,12.0,3.0,230.0,23.0,5.0,8.0,11.0,56.0,9.0,11.0,105.0
e917b31c39df134200b24d6af7ce9e3f,195.0,22.0,46.0,24.0,58.0,2.0,3.0,9.0,30.0,18.0,12.0,4.0,3.0,7.0,3.0,67.0,9.0,7.0,4.0,7.0,7.0,4.0,19.0,14.0,33.0,7.0,1.0,1.0,4.0,8.0,1.0,3.0,4.0,1.0,0.0,24.0,44.0,25.0,6.0,51.0,5.0,3.0,0.0,48.0,6.0,21.0,19.0,34.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,7.0,18.0,0.0,6.0,17.0
e93bade1b550d038ac1314e1670da80e,453.0,47.0,111.0,65.0,94.0,6.0,1.0,4.0,74.0,53.0,21.0,5.0,7.0,26.0,6.0,139.0,23.0,10.0,13.0,27.0,23.0,6.0,31.0,29.0,66.0,11.0,4.0,3.0,3.0,15.0,2.0,6.0,6.0,9.0,1.0,37.0,97.0,46.0,12.0,147.0,16.0,8.0,1.0,106.0,20.0,39.0,48.0,101.0,9.0,18.0,12.0,3.0,4.0,3.0,7.0,44.0,4.0,0.0,3.0,10.0,41.0,3.0,3.0,46.0
e9970fe8848e9505b52d414d81611de8,2122.0,227.0,496.0,242.0,366.0,6.0,11.0,38.0,325.0,213.0,111.0,15.0,49.0,91.0,22.0,686.0,73.0,65.0,89.0,130.0,91.0,19.0,165.0,128.0,339.0,137.0,46.0,45.0,37.0,127.0,64.0,27.0,26.0,20.0,11.0,244.0,435.0,236.0,43.0,633.0,131.0,44.0,16.0,577.0,85.0,239.0,243.0,448.0,30.0,38.0,50.0,23.0,15.0,18.0,6.0,259.0,34.0,1.0,23.0,15.0,135.0,15.0,24.0,185.0
ea1e26d056c1f7fa4b52a4feb9ba37c6,8.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
